preu_actual,preu_original,descompte,titol,enllaç,descripcio,agent_nom,parking,tags,habs,metres2
1.250.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/104109190/,"LASOSE es complau en presentar aquest magnífic pis que redefineix el concepte d'elegància i confort. Aquesta exclusiva llar ofereix una experiència de vida sense igual, combinant luxe i funcionalitat en cada detall. Situat en una de les zones més exclusives de la ciutat, aquest habitatge brinda vistes panoràmiques impressionants que abasten tot l'horitzó urbà. Amb una superfície de 192 m², completament reformat, aquesta propietat compta amb un espaiós balcó galeria que emmarca les seves esplèndides vistes i crea un ambient de serenitat inigual",Lasose Real Estate s.l.,No indicat,,3,192
625.000€,,0%,"Pis a carrer de Casanova, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105943468/,"Una casa us ofereix aquest LUMINÓS I REFORMAT pis amb excel·lent ubicació a tan sols 3 minuts de la Gran Via de les Corts Catalanes al barri de la L'Antiga Esquerra de l'Eixample. La propietat es troba distribuïda en un saló-menjador amb sortida a un balcó, cuina americana totalment equipada amb electrodomèstics d'alta gamma, tres habitacions (una d'elles doble en suite amb sortida a un balcó) i un bany complet. L'habitatge s'ha reformat RECENTMENT amb acabats de qualitat, obertures exteriors d'alumini-climalit amb DOBLE VIDRE, instal·lació d",A-HOUSE REAL ESTATE,No indicat,,3,91
1.250.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/104109190/,"LASOSE es complau en presentar aquest magnífic pis que redefineix el concepte d'elegància i confort. Aquesta exclusiva llar ofereix una experiència de vida sense igual, combinant luxe i funcionalitat en cada detall. Situat en una de les zones més exclusives de la ciutat, aquest habitatge brinda vistes panoràmiques impressionants que abasten tot l'horitzó urbà. Amb una superfície de 192 m², completament reformat, aquesta propietat compta amb un espaiós balcó galeria que emmarca les seves esplèndides vistes i crea un ambient de serenitat inigual",Lasose Real Estate s.l.,No indicat,,3,192
1.350.000€,,0%,"Pis a carrer de Manuel Ballbè, Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/104704155/,"La LASOSE es complau de presentar aquest magnífic pis en venda, situat en una distingida finca a Pedralbes, al costat del preciós Parc de Cervantes. Aquest excepcional habitatge regala vistes panoràmiques que s'estenen des de Montjuïc fins al mar, oferint una experiència única a la ciutat. Així mateix, gaudeix d'una exposició solar durant tot el dia, assegurant una lluminositat excepcional en cada racó. En endinsar-se a l'habitatge, ens rep una entrada de refinada elegància que condueix a un ampli distribuïdor. L'epicentre d'aquest pis és un",Lasose Real Estate s.l.,Pàrking inclòs,Vistes al mar,4,274
925.000€,,0%,"Pis a passeig de Sant Gervasi, El Putxet i el Farró, Barcelona",https://www.idealista.com/ca/inmueble/106407032/,"Àmplia vivenda rehabilitada amb gust el 2018, situada al Pg. Sant Gervasi cantonada amb Ptge. Foraster. Disposa de jardí comunitari, piscina i frontó, amb ampli garatge i servei de consergeria. L'habitatge es distribueix en rebedor amb armari rober, office, còmoda cuina equipada, habitació de servei amb bany complet i galeria. Ampli saló amb sol de tarda i tres ambients, saló menjador, biblioteca i despatx. A la zona de nit trobem una gran suite exterior amb bany integrat, una segona habitació individual i un bany complet, ambdues amb armaris e",Altura Real Estate,Pàrking inclòs,,3,147
1.580.000€,,0%,"Àtic a carrer de les Magdalenes, s/n, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/105642804/,"Al cor del barri Gòtic, presentem un exquisit àtic que forma part d'una rehabilitació integral d'un edifici preciós de 1860. Aquesta residència completament renovada encarna tant luxe com tranquil·litat, oferint un refugi serè a pocs passos de la vibrant Via Laietana. La planta inferior de l'àtic compta amb una magnífica suite principal de 42 m², juntament amb dues suites addicionals, cadascuna amb el seu propi bany privat. A més, hi ha un lavabo extra en aquest nivell per a més comoditat. La meticulosa renovació ha respectat l'estil original,",BCNaddict,No indicat,Luxe,3,188
549.000€,,0%,"Pis a carrer de Salomó ben Adret, 16, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/105853031/,"Docta ofereix la venda d'aquest habitatge exclusiu de disseny al barri Gòtic de Barcelona. La finca té ascensor i va ser construïda l'any 1900 en excel·lents condicions amb ITE. Detalls de l'immoble: - Sensacional pis de 114 m2 al barri Gòtic de Barcelona (Els metres quadrats estan verificats amb la Direcció General de Cadastre). - Compta amb totes les comoditats per a la teva llar, 2 banys (1 d'ells en suite) i 2 dormitoris dobles (o la possibilitat de 3 deixant 1 doble i 2 mitjanes). Ideal per a parelles o famílies amants del disseny antic",Docta,No indicat,,3,114
675.000€,,0%,"Pis a carrer del Bonaire, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/103876824/,"Increïble oportunitat d'adquirir un habitatge únic en el seu estil, amb sostres majestuosos de 4,7 metres d'alçada que atorguen una sensació d'amplitud i grandiositat a cada racó. Aquesta joia arquitectònica, construïda l'any 1900, es troba en una ubicació privilegiada, a poca distància a peu de llocs emblemàtics com Santa Maria del Mar, l'estació de França i el Mercat del Born. Aquesta propietat, que ofereix un llenç en blanc per a la creativitat, està esperant ser rehabilitada, brindant infinites possibilitats per personalitzar-la segons els",Albium Gestió S.L.,No indicat,,3,150
2.800.000€,,0%,"Casa o xalet independent a carrer l'Actor Morano, Vallvidrera - El Tibidabo i les Planes, Barcelona",https://www.idealista.com/ca/inmueble/104556449/,"Espectacular casa de disseny contemporani a Vallvidrera, dissenyada per l'arquitecte Norman Cinnamond i construïda el 2000. La propietat, situada en una comunitat exclusiva de 5 cases, ofereix vistes panoràmiques de Barcelona i està a prop del centre urbà i de Sarrià a través del funicular. La casa té tres plantes. A la planta principal, un ampli distribuïdor ens condueix a un impressionant saló-menjador amb accés a una terrassa de 90 m² amb vistes panoràmiques a tot Barcelona. La cuina, totalment equipada, té una despensa i zona de safareig",Coldwell Banker Llebrenc,Pàrking inclòs,"Luxe, Vil·la",4,439
650.000€,,0%,"Pis a carrer de Tuset, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106452502/,"Savills presenta aquesta magnífica propietat al carrer Tuset, al cor de Barcelona. Actualment utilitzat com a despatx, tot i que el pis és habitatge, aquesta propietat ofereix una oportunitat única per convertir-la en un habitatge modern i còmode. Accedim al pis per un rebedor amb armaris, a l'entrada un espai que pot servir per ubicar una sala d'espera o convertir-lo en habitació. Seguim el passadís lluminós i ens trobem amb una habitació que dóna a un pati, en aquest pati es poden ubicar bicicletes, hi ha espai suficient per fer un traster.",Savills Residencial,No indicat,,4,120
950.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/101170776/,"Espígul presenta en exclusiva aquest encantador pis en finca clàssica completament reformat situat al carrer Muntaner al costat de Plaça Adrià. És una segona planta real. La superfície construïda és de 117,24 m² L'habitatge es rehabilita integralment amb una distribució acollidora i funcional. Es compon de saló-menjador amb una tribuna al davant del carrer Muntaner, cuina oberta, tres amplis dormitoris dobles exteriors i 2 banys. Característiques principals:     Terres: porcel·lànic (resistent a l'abrasió)     Parets pintura: revestiment mi",Immobiliària Espígul Sant Cugat,No indicat,,3,120
898.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/101170771/,"Espígul presenta en exclusiva aquest encantador pis en finca clàssica completament reformat situat al carrer Muntaner al costat de Plaça Adrià. És una segona planta real. La superfície construïda és de 115 m² L'habitatge es rehabilita integralment amb una distribució acollidora i funcional. Es compon de saló-menjador amb front a pati interior d'illa  amb llum i tranquilitat, cuina oberta, tres amplis dormitoris dobles i 2 banys. Característiques principals:     Terres: porcel·lànic (resistent a l'abrasió)     Parets pintura: revestiment",Immobiliària Espígul Sant Cugat,No indicat,,3,115
898.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106348451/,"Savills presenta aquest encantador pis en finca clàssica completament reformat situat al carrer Muntaner al costat de Plaça Adrià. És una segona planta real. La superfície construïda és de 115 m², amb tres habitacions i dos banys. L'habitatge s'ha rehabilitat integralment amb una distribució i decoració molt acollidora i funcional. Es compon de saló-menjador amb front a pati interior d'illa que aporta tranquil·litat i amb ampli finestral que permet l'entrada de molta llum, cuina oberta, dos amplis dormitoris dobles, una habitació individual,",Savills Residencial,No indicat,,3,115
950.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106347377/,"Savills presenta aquest encantador pis en finca clàssica completament reformat situat al carrer Muntaner al costat de la Plaça Adrià. S'ubica en una segona planta real. La superfície construïda és de 120 m². L'habitatge s'ha rehabilitat integralment amb una distribució i decoració molt acollidora i funcional. Es compon de saló-menjador amb una tribuna amb front al carrer Muntaner, cuina oberta, tres amplis dormitoris dobles exteriors i 2 banys. El saló amb espai gran i acollidor, amb una cuina oberta per facilitar el trànsit entre aquestes",Savills Residencial,No indicat,,3,120
369.000€,,0%,"Pis a carrer dels Enamorats, El Camp de l'Arpa del Clot, Barcelona",https://www.idealista.com/ca/inmueble/106213174/,"Docta ofereix la venda d'aquest habitatge exclusiu de disseny a Encants, Barcelona. La finca té ascensor i va ser construïda l'any 1910 en excel·lents condicions amb ITE. Detalls de l'immoble: - Sensacional pis de 78m2 (Els metres quadrats estan verificats amb la Direcció General de Cadastre). - Compta amb totes les comoditats per a la teva llar, 1 bany i 2 dormitoris dobles. Ideal per a parelles o famílies amants del disseny antic modernitzat. - Acollidor menjador amb cuina americana i illa central, sostres alts amb volta catalana, donant mo",Docta,No indicat,,2,78
1.275.000€,,0%,"Àtic a Girona, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/102627697/,"Descobreix l'àtic dels teus somnis al tranquil carrer Girona! Aquest espectacular immoble de 180 m² construïts i 144 m² útils us ofereix un oasi de luxe i comoditat en ple cor de la ciutat. En entrar, seràs rebut per un ampli distribuïdor que us portarà a l'habitació principal tipus suite amb bany incorporat i una segona habitació doble. Les dues habitacions comparteixen un vestidor espaiós, ideal per mantenir-ho tot en ordre. El saló menjador de 55 m² és una joia amb tres grans finestrals que inunden l'espai de llum natural. La cuina de disse",Cuarta Planta,No indicat,,2,180
689.000€,,0%,"Pis a carrer dels Escudellers, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/105174221/,"Impressionant obra nova en venda, al cor del Barri Gòtic. 111m2, 3 habitacions dobles, una d'elles en suite. 2 banys, gran saló menjador amb cuina oberta i dos balcons amb sol tot el dia. Pis tot exterior en una 4a planta, a només un carrer de les rambles de Barcelona. Grans qualitats de terminació, aerotèrmia, aire condicionat per conductes, terres de parquet i hidràulic original. Realment una bellesa. Memòria de qualitats: Fusteries interiors: Portes d'entrada als habitatges blindades, resistents al foc segons normativa, amb pany de seguret",Axsed Ethical Living,No indicat,,3,111
3.000.000€,,0%,"Pis a Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105862403/,"Excel·lent habitatge a Tres Torres. Planta baixa amb 450 metres quadrats d'habitatge i un pati de 370 metres que l'envolta. Finca elegant amb vigilància. 3 places d'aparcament de cotxe, 4 de moto i traster. Viure en una propietat així és un luxe. Construïda als 4 vents, exterior 100%, envoltada del seu propi jardí, tranquil·la, assolellada. Com és d'imaginar, totes les estades són àmplies i exteriors, amb diverses sortides al jardí. Res més accedir al rebedor, es percep la magnitud i la categoria del pis. La presideix la zona de dia, magnífi",Sarria Properties Asesoria,Pàrking inclòs,Luxe,7,832
925.000€,,0%,"Pis a Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106396037/,"EXCLUSIU PIS EN VENDA BARRI SANT GERVASI / BARCELONA El pis en venda es troba en un edifici clàssic de l'exclusiu barri de Sant Gervasi. Es tracta d'una propietat situada a la tercera planta amb vista a la Plaça Adriano, extremadament lluminós. El pis en venda es troba en un edifici clàssic de l'exclusiu barri de Sant Gervasi. Es tracta d'una propietat situada a la tercera planta amb vista a la Plaça Adriano, extremadament lluminós. En entrar a l'habitatge, trobarem un gran rebedor que ens portarà a l'amplia sala d'estar amb sortida a un bal",GuinotPrunera-somos ALTHENA,Pàrking inclòs,,4,134
1.745.000€,,0%,"Àtic a carrer de Balmes, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/105831441/,"En una finca clàssica, reformada amb aire senyorial tenim aquest àtic dúplex en venda, ubicat a la part alta del carrer Balmes. La seva principal característica és la llum que entra per totes les seves finestres. I, per descomptat, unes vistes panoràmiques estupendes. Accedim a la propietat a través d'un ampli rebedor que distribueix la zona de dia i la zona de nit en aquesta primera planta. Cap a la dreta entrant accedim al saló menjador, amb vistes panoràmiques, orientat a sud i amb accés a una terrassa des de la qual es pot gaudir de sol i v",Atico/Nora Marti,No indicat,Luxe,5,346
325.000€,330.000 €,2%,"Pis a carrer de Sors, Vila de Gràcia, Barcelona",https://www.idealista.com/ca/inmueble/105989074/,"Savills et presenta aquest lluminós i assolellat pis completament reformat a estrenar, ubicat en una primera planta real amb ascensor a l'encantador barri de Gràcia. Aquest immoble destaca per la seva excel·lent ubicació i la qualitat dels materials utilitzats en la seva reforma, ideal per a aquells que busquen una llar moderna i funcional en una de les zones més dinàmiques. Aquest pis, de 61 m2 està distribuït en saló menjador amb cuina equipada, dues habitacions, una doble, exterior i una altra individual interior. Un bany i un pati a les zon",Savills Residencial,No indicat,,2,69
1.800.000€,,0%,"Pis a Les Tres Torres, Barcelona",https://www.idealista.com/ca/inmueble/106318790/,"Excens Real Estate presenta aquest impressionant pis, ubicat en una de les zones més exclusives de Barcelona, ofereix un estil de vida de luxe amb detalls d'alta qualitat. Amb 254 m² aprox, disposa de 4 habitacions, incloent una suite principal amb bany privat, i 3 banys complets. La propietat destaca per la lluminositat gràcies a amplis finestrals i espais diàfans que maximitzen la llum natural. La cuina és moderna i espaiosa, amb zona de menjador independent. A més, compta amb una terrassa privada que ofereix vistes clares a la ciutat. Hi des",Excens Real Estate,Pàrking inclòs,Luxe,4,253
1.600.000€,,0%,"Àtic a Les Corts, Barcelona",https://www.idealista.com/ca/inmueble/106031456/,"Exclusiu sobreàtic en venda reformat a 2 del Corte Inglés de Diagonal. Té una superfície de 140 m2 de vivenda i 200 m2 de terrasses. Disposa de dues terrasses amb vistes clares a tota la ciutat; en una es veu el mar. Molt bé orientat al sud i situat a prop de transport públic i comerços. Disposa de 4 habitacions: 1 doble en suite amb armaris i bany complet amb plat de dutxa; té sortida a una meravellosa terrassa, 1 habitació individual sense armari, 1 doble amb armari encastat i una darrera doble en suite amb armaris i un bany complet amb banye",Monika Rüsch Real Estate,No indicat,"Vistes al mar, Luxe",4,140
320.000€,335.000 €,4%,"Pis a carrer del Rosselló, La Sagrada Família, Barcelona",https://www.idealista.com/ca/inmueble/103408697/,"PIS PER ESTRENAR LLUMINÓS AMB ORIENTACION MAR Pis en venda en el barri de Sagrada Família en edifici de 1966 en molt bon estat, amb ascensor, situat al carrer Rosselló. El pis té 53m2 construïts, es va reformar recentment llest per a estrenar. És exterior amb orientació Aquest. Vistes obertes i pis molt lluminós. L'",Particular,No indicat,,1,53
1.595.000€,,0%,"Pis a rambla de Catalunya, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/102256338/,"Aquest espectacular pis reformat estrenat amb acabats de luxe es troba a la Rambla Catalunya amb Consell de Cent, ambdós carrers semi-peatonals. És una ubicació privilegiada a tota la ciutat, en ple Eixample, molt a prop del centre de Barcelona i envoltat de tots els millors serveis, comerços, restaurants, opcions d'oc",Particular,No indicat,"Lluminós, Luxe",4,191
655.000€,,0%,"Dúplex a carrer D'Abdó Terradas, Vila de Gràcia, Barcelona",https://www.idealista.com/ca/inmueble/100686482/,"Aquest immoble únic a la zona farà que visquis com en una casa en plena ciutat, molt a prop de l'Avinguda Diagonal i del Passeig de Gràcia. Es tracta d'un tríplex recent reformat amb entrada independent des del carrer, una tranquil·la via semipeatonal del barri de Gràcia. L'habitatge es distribueix en 3 nivells. La pl",Particular,No indicat,Reformat,3,147
1.750.000€,,0%,"Pis a carrer de Roger de Llúria, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/103737611/,"Pis estrenat amb reforma d'alt nivell, situat a dos carrers del Passeig de Gràcia i de l'Avinguda Diagonal. Té molta llum natural, ja que és cantonera amb orientació sud, i tant el saló com les habitacions són exteriors, alguna cosa única a l'Eixample. L'immoble té una gran superfície de 188 m2 construïts interiors i",Particular,No indicat,Luxe,3,197
2.800.000€,,0%,"Pis a passeig de Sant Joan, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/98491349/,"Excepcional i preciós immoble modernista amb terrassa al Passeig Sant Joan. Aquesta espectacular propietat es troba en un dels millors edificis modernistes de Barcelona, al Passeig Sant Joan i als peus de l'Arc del Triomf. Ocupa tota la planta principal de l'edifici i està formada per 2 entitats registrals unides: una",Particular,No indicat,"Per a inversors, Luxe",7,275
655.000€,,0%,"Dúplex a Abdo Terradas, Vila de Gràcia, Barcelona",https://www.idealista.com/ca/inmueble/103016589/,"Aquesta propietat exclusiva es troba al cor de l'encantador barri de Vila de Gràcia, a 200 m del passeig de Gràcia. Està completament renovat amb materials i acabats d'alta qualitat. La distribució de l'habitatge s'estén al llarg de tres plantes independents amb accés directe des del carrer, cosa que assegura privadesa",Particular,No indicat,,3,147
495.000€,525.000 €,6%,"Pis a carrer del Paradís, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/105697717/,"Presentem en exclusiva aquest pis ubicat al barri Gòtic de Barcelona i situat en una finca rehabilitada amb ascensor. En entrar a l'habitatge ens rep una zona de menjador amb molt d'espai d'emmagatzematge. Tot seguit, trobem una àmplia cuina americana totalment equipada i un gran saló amb sortida a uns petits balcons",Particular,No indicat,,2,98
770.000€,,0%,"Pis a ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/101923215/,"PIS AMPLI AL CENTRE DE LA CIUTAT Berkshire Hathaway HomeServices Barcelona, consultora especialitzada en la comercialització de propietats exclusives en les millors zones de Barcelona, els ofereix aquest ampli pis a reformar de 138 m² en ple centre de Barcelona. Presentem un pis molt lluminós i ampli en el centre de",Particular,No indicat,,5,138
2.450.000€,,0%,"Àtic a carrer d'Aribau, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/104871295/,"Aquest excepcional àtic modern compta amb una posició cobejada al prestigiós barri de Galvany de la Zona Alta, envoltat de botigues de luxe, establiments de restauració de luxe i un còmode accés al transport públic. Amb una superfície construïda total de 312 m², aquesta residència inclou una impressionant terrassa de",Particular,Pàrking inclòs,Luxe,5,368
1.400.000€,,0%,"Pis a via Augusta, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/103139261/,"Fantàstic i ampli pis a finca modernista prop de Passeig de Gràcia. Aquest pis es troba en una de les millors zones de Barcelona, entre els barris de Vila de Gràcia i Galvany, molt a prop del passeig de Gràcia, la Rambla Catalunya i l'Avinguda Diagonal.Per tant, permet gaudir d'una àmplia oferta de serveis, botigues",Particular,Pàrking inclòs,Lluminós,5,230
5.000.000€,,0%,"Pis a Juan Sebastian Bach, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/103515080/,"Habitatge de luxe amb vistes al carrer Ferran Agulló situat en un edifici amb una preciosa entrada i servei de consergeria. En concret, s'ubica a l'avinguda Johann Sebastian Bach, al cor de la prestigiosa zona de Turó Park (Barcelona). Aquest elegant pis es va reformar fa 10 anys amb un gust exquisit i acabats de lux",Particular,Pàrking inclòs,Luxe,6,565
1.900.000€,,0%,"Àtic a carrer de Vidal i de Valenciano, El Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/102492657/,"Àtic extraordinari amb terrassa i vistes al mar i Barcelona. Aquest fabulós àtic destaca per la seva fantàstica terrassa i les seves espectaculars vistes panoràmiques al mar i a la ciutat de Barcelona des del saló i les habitacions. Es troba a la 14a planta d'un edifici modern en primera línia de mar, amb 2 places de",Particular,Pàrking inclòs,"Primera línia de platja, Vistes al mar, Luxe",2,184
2.780.000€,,0%,"Pis a carrer de Trafalgar, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105594551/,"Imagina despertar cada dia en un espai on la modernitat es fusiona amb la història, en una finca entre l'Eixample i el Born, amb una entrada preciosa plena de detalls modernistes. Aquest pis, completament reformat amb acabats de primera classe, t'ofereix 347 m2 de pura elegància i confort. Ubicat en una de les zones m",Particular,No indicat,"Reformat, Luxe",4,356
1.295.000€,,0%,"Xalet adossat a Passatge de Maria Llimona, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/101913750/,"PASSATGE MARIA LLIMONA. Imponent casa adossada (triplex) amb garatge inclòs per a dos cotxes a Diagonal Mar Lucas Fox presenta aquesta exclusiva casa adossada situada a Diagonal Mar, un dels millors barris de Barcelona. L'habitatge s'ubica en un carrer molt tranquil, per la qual cosa ofereix una vida familiar excel·",Particular,Pàrking inclòs,Vistes al mar,3,215
2.900.000€,,0%,"Pis a passeig de Gràcia, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104876971/,"Aquest espectacular habitatge de 210 m 2 està ubicat al cobejat passeig de Gràcia. Compta amb una reforma amb acabats d'alta qualitat en què s'han cuidat tots els detalls, cosa que reflecteix un estil modern i contemporani. En accedir-hi, un ampli rebedor ens separa la zona de nit i de dia. Just en entrar trobem un e",Particular,No indicat,Luxe,4,213
1.900.000€,,0%,"Pis a plaça del Doctor Letamendi, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105570150/,"Ubicat al prestigiós Carrer Enrique Granados, aquest pis en venda ofereix una excel·lent localització en una de les zones més exclusives de la ciutat. Envoltat de serveis d´alta qualitat, botigues i restaurants, proporciona un entorn urbà inigualable per als seus residents. La propietat compta amb 269 m² construïts,",Particular,No indicat,Luxe,5,269
2.200.000€,,0%,"Pis a carrer de Muntaner, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105814537/,Habitatge senyorial de 476 m² construïts amb possibilitat de segregar en dues unitats i de recuperar una terrassa exterior amb vistes al pati de poma. S'ubica en un històric edifici de la zona alta de Barcelona dissenyat per un renombrat arquitecte català. A l'entrada principal disposem d'un ampli rebedor amb armaris,Particular,Pàrking inclòs,Luxe,6,476
960.000€,980.000 €,2%,"Pis a passeig de la Bonanova, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/106170792/,"Presentem un exclusiu i elegant pis recent rehabilitat en un edifici emblemàtic, situat a la prestigiosa Plaça Bonanova, a la zona alta de Barcelona. Aquesta propietat, completament reformada, gaudeix d´una ubicació privilegiada, envoltada d´una àmplia oferta comercial i amb excel·lent connexió a les principals vies d´",Particular,Pàrking opc. 24.000 €,,3,178
675.000€,,0%,"Àtic a carrer del Capità Arenas, Sarrià, Barcelona",https://www.idealista.com/ca/inmueble/104686325/,"ÁTIC AMB TERRASSA SUPER DISFRUTABLE I PÀRQUING Àtic amb una terrassa molt ben orientada i vistes buidades, En accedir al pis tenim un rebedor que ens dona accés d'una banda a l'habitació principal exterior i per una altra al saló molt ampli (anteriorment hi havia també una habitació en aquest espai) des d'on allí acce",Particular,Pàrking inclòs,,2,92
925.000€,,0%,"Pis a passeig de Lluís Companys, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/104498324/,"PIS EN VENDA AMB EXCEL·LENTS ACABATS Preciós pis recentment reformat, enfront del Parc de la Ciutadella, amb excel·lents vistes a aquest, ben comunicat mitjançant transport públic, envoltat de restaurants, tots els serveis i comerços. La propietat es distribueix en 1 màster suite amb vestidor i bany, exterior i amb m",Particular,No indicat,,4,133
760.000€,,0%,"Pis a carrer del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105370948/,"PIS AMB TERRASSA EN VENDA EN L’ANTIGA ESQUERRA DE L’EIXAMPLE Aquest meravellós pis situat en el cor de la Antiga Esquerra de L´Eixample, ofereix un equilibri perfecte entre espai, confort i ubicació. Amb una superfície construïda de 122m2, aquesta llar reformada fa 13 anys manté un disseny adaptat a les necessitats ac",Particular,No indicat,,5,154
375.000€,,0%,"Pis a carrer del Portal Nou, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/104876005/,"PIS REFORMAT A ESTRENAR EN EL BORN En El Born, una de les zones més emblemàtiques de Barcelona, al costat del Passeig de Lluís Companys i a l'Arc de Triomf trobem aquest magnífic habitatge reformat a estrenar de 66m2. El pis ha estat totalment reformat emprant acabats i materials de primera qualitat i molta atenció",Particular,No indicat,,2,66
465.000€,,0%,"Pis a carrer de Viladomat, Sant Antoni, Barcelona",https://www.idealista.com/ca/inmueble/105822311/,"CONCEPTE D'APARTAMENTS CONVERTIBLES EN EDIFICI AMB ZONES COMUNES Edifici d'habitatges en l'icònic barri de Sant Antoni - Eixample de Barcelona. Finca clàssica del 1900 totalment renovada amb ascensor i zones comunitàries. Es tracta d'un edifici conformat per planta soterrani, planta baixa, 7 plantes trepitjo i coberta",Particular,No indicat,Apartament,2,59
2.200.000€,,0%,"Xalet adossat a passeig dels Til·lers, Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/102852721/,"CASA UNIFAMILIAR - TRES SUITES - JARDÍ - APARCAMENT - PEDRALBES Aquest xalet adossat a dos vents de 360m2 segons cadastre, orientat a nord-est i sud-oest, disposa de tres habitacions en suite, un estudi, un jardí privat i un garatge amb tres places d'aparcament.   La casa de tipus unifamiliar està composta d'una plan",Particular,Pàrking inclòs,Luxe,4,360
380.000€,,0%,"Pis a carrer del Rosselló, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106123589/,"PIS EN EDIFICI ESQUINERO AMB VISTA A LA SAGRADA FAMÍLIA Pis en venda en el barri de Sagrada Família en edifici de 1967 en bon estat, amb ascensor, situat al carrer Rosselló amb vista magnifiques a la Sagrada Família. El pis té 51m2 construïts, és totalment exterior amb orientació Sud-est. Vistes obertes i pis molt ll",Particular,No indicat,,2,51
2.600.000€,,0%,"Pis a L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/102145729/,"Lucas Fox presenta una propietat única recentment reformada i dissenyada de la mà d´un prestigiós estudi d´arquitectura d´interiors de la Ciutat Comtal. Se situa a la cobejada avinguda Diagonal i compta amb 228 m2 més dos balcons, així com amb sostres de 3,40 metres d'alçada. Se situa a la sisena planta d'un edific",Particular,No indicat,Luxe,4,232
1.800.000€,,0%,"Pis a L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105683076/,"Lucas Fox presenta aquest habitatge de luxe al cor de Barcelona: Un oasi de disseny i confort. Descobriu aquest espectacular habitatge de més de 210 m², meticulosament reformat i dissenyat per un prestigiós estudi d'arquitectura. Aquesta residència de luxe ofereix quatre dormitoris, quatre banys i espais aprofitats eng",Particular,No indicat,Luxe,4,218
4.900.000€,,0%,"Casa o xalet independent a Sarrià, Barcelona",https://www.idealista.com/ca/inmueble/105768256/,"Aquesta casa impressionant unifamiliar és el paradigma de la comoditat, l'elegància i la funcionalitat, dissenyada per satisfer totes les necessitats d'una vida moderna i de luxe. En entrar per la planta baixa, a tocar del rebedor, et rep una majestuosa escala que condueix al pis superior. Tot seguit, trobem un ampli",Particular,Pàrking inclòs,,8,708
